area,ciudad,conglomerado,panelm,vivienda,hogar,s101p11,s101p12a,s101p12b,s101p12c,s101p12d,s101p12e,s101p2a,s101p2b,s101p2c,s101p2d,s101p2e,s101p2f,s101p5a,s101p5b,s101p5c,s101p5d,s101p5e,s101p5f,s101p5g,s101p51a,s101p52a,s101p51b,s101p52b,s101p51c,s101p52c,s101p51d,s101p52d,s101p51e,s101p52e,s101p51f,s101p52f,s101p51g,s101p52g,s101p51h,s101p52h,s101p51i,s101p52i,s101p51j,s101p52j,s101p51k,s101p52k,s101p51l,s101p52l,s101p61,s101p62,s101p63,s101p64,s101p65,s101p66,s101p67,s101p68,s101p71,s101p72,s101p73,s101p74,s101p75,s101p76,s101p77,estrato,fexp,upm,id_vivienda,id_hogar,NEW_VARIABLE,ID_1,PROVINCE_NAME
1,10150,102,17,1,1,1,1,1,1,1,1,5,2,2,1,2,2,6,8,8,6,6,8,8,7,,7,,7,,7,,7,,7,,7,,7,,7,,7,,7,,7,,2,2,1,1,1,2,2,2,1,1,2,2,1,2,2,2713,122.1433216,10150000102.0,1015000000000000.0,1.015e+16,1,1,Azuay
1,10150,102,17,2,1,2,2,2,2,2,2,3,3,3,3,3,3,8,8,8,3,3,8,8,7,,7,,5,10.0,7,,7,,7,,7,,7,,7,,7,,7,,7,,2,2,1,1,2,2,2,2,1,1,3,3,2,2,2,2713,122.1433216,10150000102.0,1015000000000000.0,1.015e+16,1,1,Azuay
1,10150,102,17,3,1,1,2,1,2,2,2,5,3,2,3,3,3,1,8,2,1,2,8,8,7,,7,,7,,7,,7,,7,,7,,7,,7,,7,,7,,7,,1,1,2,2,1,2,2,2,1,1,1,1,1,2,2,2713,122.1433216,10150000102.0,1015000000000000.0,1.015e+16,1,1,Azuay
1,10150,102,17,5,1,2,2,2,2,2,2,3,3,3,7,3,3,8,8,3,8,3,8,8,7,,7,,7,,7,,7,,7,,7,,7,,7,,7,,7,,7,,2,2,1,1,1,2,2,2,1,1,2,2,2,2,2,2713,122.1433216,10150000102.0,1015000000000000.0,1.015e+16,1,1,Azuay
1,10150,102,17,6,1,1,1,1,1,1,2,5,1,1,1,1,7,6,8,8,6,1,8,8,5,10.0,7,,7,,7,,7,,7,,7,,7,,7,,7,,7,,7,,1,1,1,1,1,2,2,2,1,1,2,1,1,2,2,2713,122.1433216,10150000102.0,1015000000000000.0,1.015e+16,1,1,Azuay
1,10150,102,17,7,1,2,1,1,2,1,1,3,1,1,3,1,1,1,3,3,1,1,8,8,7,,7,,7,,7,,7,,7,,7,,7,,7,,7,,7,,7,,2,2,1,1,1,2,2,2,2,1,2,1,1,1,2,2713,122.1433216,10150000102.0,1015000000000000.0,1.015e+16,1,1,Azuay
1,10150,102,17,8,1,1,1,1,1,1,1,2,1,1,1,1,1,3,3,8,1,6,8,8,7,,7,,7,,7,,7,,7,,7,,7,,7,,7,,7,,7,,1,1,1,1,1,2,2,2,1,1,2,2,1,2,2,2713,122.1433216,10150000102.0,1015000000000000.0,1.015e+16,1,1,Azuay
1,10150,201,33,2,1,2,2,2,2,2,2,3,3,3,3,3,3,8,8,8,8,8,8,8,7,,7,,7,,7,,7,,7,,7,,7,,7,,7,,7,,7,,1,2,2,2,2,2,2,2,1,2,2,2,1,2,2,2713,146.5447878,10150000201.0,1015000000000000.0,1.015e+16,1,1,Azuay
1,10150,201,33,3,1,1,1,1,1,1,1,1,1,1,1,1,1,8,8,8,8,8,8,8,7,,7,,7,,7,,7,,7,,7,,7,,7,,7,,7,,7,,1,2,2,2,2,2,2,2,1,1,2,2,1,2,2,2713,146.5447878,10150000201.0,1015000000000000.0,1.015e+16,1,1,Azuay
1,10150,201,33,4,1,2,2,2,2,2,2,3,3,3,3,3,3,8,8,8,8,8,8,8,7,,7,,7,,7,,7,,7,,7,,7,,7,,7,,7,,7,,1,1,2,1,2,2,2,2,1,1,2,2,1,2,2,2713,146.5447878,10150000201.0,1015000000000000.0,1.015e+16,1,1,Azuay
1,10150,201,33,5,1,2,2,2,2,2,2,3,3,3,3,3,3,8,8,8,8,8,8,8,7,,7,,7,,7,,7,,7,,7,,7,,7,,7,,7,,7,,1,2,2,2,2,2,2,2,1,2,1,2,1,2,2,2713,146.5447878,10150000201.0,1015000000000000.0,1.015e+16,1,1,Azuay
1,10150,201,33,6,1,2,2,2,2,2,2,3,3,3,3,3,3,8,8,8,8,8,8,8,7,,7,,7,,7,,7,,7,,7,,7,,7,,7,,7,,7,,1,2,1,1,2,2,2,2,1,1,2,2,1,2,2,2713,146.5447878,10150000201.0,1015000000000000.0,1.015e+16,1,1,Azuay
1,10150,201,33,7,1,1,1,1,1,1,1,1,1,1,1,1,1,8,8,8,8,8,8,8,7,,7,,7,,7,,7,,7,,7,,7,,7,,7,,7,,7,,1,2,1,1,2,2,2,2,1,1,2,2,1,2,2,2713,146.5447878,10150000201.0,1015000000000000.0,1.015e+16,1,1,Azuay
1,10150,201,33,8,1,1,1,1,1,1,1,1,1,1,1,1,1,1,8,8,8,8,8,8,7,,7,,7,,7,,7,,7,,7,,7,,7,,7,,7,,7,,1,1,1,2,2,2,2,2,1,1,2,2,1,2,2,2713,146.5447878,10150000201.0,1015000000000000.0,1.015e+16,1,1,Azuay
1,10150,202,19,1,1,2,2,1,2,2,2,3,7,1,7,3,3,1,3,8,3,1,8,8,7,,7,,7,,7,,7,,7,,7,,7,,7,,7,,7,,7,,2,2,1,2,1,1,2,2,2,1,2,1,1,1,2,2713,144.1745995,10150000202.0,1015000000000000.0,1.015e+16,1,1,Azuay
1,10150,202,19,2,1,2,2,2,2,2,2,3,3,3,3,3,3,3,3,8,8,3,8,8,7,,7,,7,,7,,7,,7,,7,,7,,7,,7,,7,,7,,2,2,1,1,1,1,2,2,1,1,2,2,1,1,2,2713,144.1745995,10150000202.0,1015000000000000.0,1.015e+16,1,1,Azuay
1,10150,202,19,3,1,2,2,2,2,2,2,3,3,3,3,3,3,3,3,8,3,3,8,8,7,,7,,7,,7,,7,,7,,7,,7,,7,,7,,5,4.0,7,,2,2,1,1,2,2,2,2,1,1,2,2,1,1,2,2713,144.1745995,10150000202.0,1015000000000000.0,1.015e+16,1,1,Azuay
1,10150,202,19,4,1,1,1,1,2,2,2,1,2,2,3,3,3,8,3,3,3,3,8,8,7,,7,,7,,7,,7,,7,,7,,7,,7,,7,,7,,7,,1,2,1,2,2,2,2,2,1,1,2,2,1,1,2,2713,144.1745995,10150000202.0,1015000000000000.0,1.015e+16,1,1,Azuay
1,10150,202,19,5,1,2,1,1,1,1,1,3,1,1,1,1,1,3,8,8,3,1,8,8,7,,7,,7,,7,,7,,7,,7,,7,,7,,7,,7,,7,,1,2,1,1,1,2,2,2,1,1,2,1,1,1,2,2713,144.1745995,10150000202.0,1015000000000000.0,1.015e+16,1,1,Azuay
1,10150,202,19,6,1,2,1,1,1,1,1,3,1,1,1,1,1,6,8,8,1,1,8,8,7,,7,,7,,7,,7,,7,,7,,7,,7,,7,,7,,7,,2,2,1,1,2,2,2,2,1,1,2,2,1,1,2,2713,144.1745995,10150000202.0,1015000000000000.0,1.015e+16,1,1,Azuay
1,10150,202,19,7,1,1,2,2,2,2,2,1,3,3,3,3,3,6,3,8,6,3,8,8,7,,7,,7,,7,,7,,7,,7,,7,,7,,7,,7,,7,,2,2,2,1,2,2,2,2,1,1,2,2,1,2,2,2713,144.1745995,10150000202.0,1015000000000000.0,1.015e+16,1,1,Azuay
1,10150,2201,19,1,1,1,1,1,1,1,1,1,2,2,2,2,2,8,8,8,8,8,8,8,5,10.0,5,6.0,5,20.0,7,,7,,7,,7,,7,,7,,7,,7,,7,,2,2,2,1,2,2,2,2,1,1,2,2,1,2,2,2711,104.0511111,10150002201.0,1015000000000000.0,1.015e+16,1,1,Azuay
1,10150,2201,19,2,1,2,2,2,2,2,2,3,3,3,3,3,3,8,8,8,8,8,8,8,7,,7,,7,,7,,7,,7,,7,,7,,7,,7,,7,,7,,1,1,2,2,2,2,2,2,1,1,1,2,2,2,2,2711,104.0511111,10150002201.0,1015000000000000.0,1.015e+16,1,1,Azuay
1,10150,2201,19,3,1,1,1,1,1,1,1,1,1,1,1,1,1,8,8,8,8,8,8,8,7,,7,,7,,7,,7,,7,,7,,7,,7,,7,,7,,7,,2,1,2,2,2,2,2,2,1,2,2,2,1,2,2,2711,104.0511111,10150002201.0,1015000000000000.0,1.015e+16,1,1,Azuay
1,10150,2201,19,4,1,1,1,1,1,1,1,1,1,1,1,1,1,8,8,8,8,8,8,8,5,10.0,7,,7,,7,,7,,7,,7,,7,,7,,7,,7,,7,,2,2,2,2,2,2,2,2,1,2,2,2,1,2,2,2711,104.0511111,10150002201.0,1015000000000000.0,1.015e+16,1,1,Azuay
1,10150,2201,19,5,1,1,1,1,1,1,1,1,1,1,1,1,1,8,8,8,8,8,8,8,7,,7,,7,,7,,7,,7,,7,,7,,7,,7,,7,,7,,1,2,1,2,2,2,2,2,1,1,2,2,1,2,2,2711,104.0511111,10150002201.0,1015000000000000.0,1.015e+16,1,1,Azuay
1,10150,2201,19,6,1,2,2,2,2,2,2,3,3,3,3,3,3,8,8,8,8,8,8,8,7,,7,,7,,7,,7,,7,,7,,7,,7,,7,,7,,7,,2,2,2,2,2,2,2,2,1,1,2,2,1,2,2,2711,104.0511111,10150002201.0,1015000000000000.0,1.015e+16,1,1,Azuay
1,10150,2201,19,7,1,1,1,1,1,1,1,1,1,1,1,1,1,1,8,8,8,8,8,8,7,,7,,7,,7,,7,,7,,7,,7,,7,,7,,7,,7,,2,2,2,2,2,2,2,2,1,2,1,2,1,2,2,2711,104.0511111,10150002201.0,1015000000000000.0,1.015e+16,1,1,Azuay
1,10150,3403,17,1,1,2,2,2,2,2,2,3,3,3,3,3,3,3,3,3,3,3,8,3,7,,7,,7,,7,,7,,7,,7,,7,,7,,7,,7,,7,,2,1,1,2,2,2,2,2,2,1,2,2,1,2,2,2712,216.432496,10150003403.0,1015000000000000.0,1.015e+16,1,1,Azuay
1,10150,3403,17,2,1,1,1,1,1,1,1,5,1,1,1,1,1,6,8,3,1,3,8,6,7,,7,,7,,7,,7,,7,,7,,7,,7,,7,,7,,7,,2,2,1,2,1,1,2,2,1,1,2,2,1,2,2,2712,216.432496,10150003403.0,1015000000000000.0,1.015e+16,1,1,Azuay
1,10150,3403,17,3,1,2,1,1,2,2,1,3,2,2,7,7,2,1,8,3,6,3,8,6,7,,7,,7,,7,,7,,7,,7,,7,,7,,7,,7,,7,,2,2,1,2,2,2,2,2,1,1,2,2,1,2,2,2712,216.432496,10150003403.0,1015000000000000.0,1.015e+16,1,1,Azuay
1,10150,3403,17,4,1,2,2,2,1,1,2,3,3,3,1,1,3,6,3,3,3,3,3,8,7,,7,,7,,7,,7,,7,,7,,7,,7,,7,,7,,7,,1,1,1,1,2,2,2,2,1,1,2,2,1,2,2,2712,216.432496,10150003403.0,1015000000000000.0,1.015e+16,1,1,Azuay
1,10150,3403,17,5,1,2,1,1,1,1,1,3,1,2,1,2,1,6,1,1,6,3,8,1,7,,7,,7,,7,,7,,7,,7,,7,,7,,7,,7,,7,,1,1,1,2,1,2,2,1,1,1,2,1,1,1,2,2712,216.432496,10150003403.0,1015000000000000.0,1.015e+16,1,1,Azuay
1,10150,3403,17,6,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,7,,7,,7,,7,,7,,7,,7,,7,,7,,7,,7,,7,,1,1,1,2,1,2,2,2,1,1,2,2,1,2,2,2712,216.432496,10150003403.0,1015000000000000.0,1.015e+16,1,1,Azuay
1,10150,3403,17,7,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,3,1,1,1,1,7,,7,,7,,7,,7,,7,,7,,7,,7,,7,,7,,7,,1,1,1,2,2,1,2,2,1,1,2,2,1,1,2,2712,216.432496,10150003403.0,1015000000000000.0,1.015e+16,1,1,Azuay
1,10150,3901,33,1,1,1,1,1,1,1,1,1,1,1,1,1,1,6,3,8,3,3,8,8,7,,7,,7,,7,,7,,7,,7,,7,,7,,7,,7,,7,,1,1,1,2,1,2,2,2,1,1,2,2,1,1,2,2712,116.4775072,10150003901.0,1015000000000000.0,1.015e+16,1,1,Azuay
1,10150,3901,33,2,1,2,2,2,2,2,2,3,3,3,3,3,7,8,3,3,3,3,8,8,7,,7,,7,,7,,7,,7,,7,,7,,7,,7,,7,,7,,1,2,1,2,1,2,2,2,1,1,2,2,1,2,2,2712,116.4775072,10150003901.0,1015000000000000.0,1.015e+16,1,1,Azuay
1,10150,3901,33,3,1,1,1,1,2,2,2,1,2,2,3,3,3,8,3,8,3,3,8,3,7,,7,,7,,7,,7,,7,,7,,7,,7,,7,,7,,7,,1,1,1,2,2,2,2,2,1,1,2,2,1,1,2,2712,116.4775072,10150003901.0,1015000000000000.0,1.015e+16,1,1,Azuay
1,10150,3901,33,4,1,2,1,1,2,2,2,3,1,1,3,3,3,8,3,3,3,3,8,8,7,,7,,7,,7,,7,,7,,7,,7,,7,,7,,7,,7,,1,1,1,2,2,2,2,2,1,1,2,2,1,1,2,2712,116.4775072,10150003901.0,1015000000000000.0,1.015e+16,1,1,Azuay
1,10150,3901,33,5,1,2,2,2,2,2,2,3,3,3,3,3,3,8,3,3,3,3,8,8,7,,7,,7,,7,,7,,7,,7,,7,,7,,7,,7,,7,,1,1,1,2,1,2,2,2,1,1,2,2,1,1,2,2712,116.4775072,10150003901.0,1015000000000000.0,1.015e+16,1,1,Azuay
1,10150,3901,33,6,1,1,1,1,2,2,2,1,1,1,3,3,3,8,3,5,3,3,8,8,7,,7,,7,,7,,7,,7,,7,,7,,7,,7,,7,,7,,1,1,1,2,1,2,2,2,1,1,2,1,1,1,2,2712,116.4775072,10150003901.0,1015000000000000.0,1.015e+16,1,1,Azuay
1,10150,3901,33,7,1,1,1,1,2,2,2,1,2,2,3,3,3,8,3,8,3,3,8,8,7,,7,,7,,7,,7,,7,,7,,7,,7,,7,,7,,7,,2,2,1,2,2,2,2,2,1,1,2,2,1,2,2,2712,116.4775072,10150003901.0,1015000000000000.0,1.015e+16,1,1,Azuay
1,10150,4001,19,1,1,2,2,2,2,2,2,3,3,3,3,3,7,3,3,3,3,3,8,8,7,,7,,7,,7,,7,,7,,7,,7,,7,,7,,7,,7,,2,2,2,1,1,2,2,2,2,1,2,2,1,1,2,2712,112.4085449,10150004001.0,1015000000000000.0,1.015e+16,1,1,Azuay
1,10150,4001,19,2,1,2,1,1,2,1,2,3,2,2,3,2,7,8,8,3,1,3,8,8,7,,7,,7,,7,,7,,7,,7,,7,,7,,7,,7,,7,,2,1,1,1,1,1,1,1,1,1,2,2,1,1,2,2712,112.4085449,10150004001.0,1015000000000000.0,1.015e+16,1,1,Azuay
1,10150,4001,19,3,1,2,2,2,2,2,2,3,3,3,3,3,7,8,3,3,8,3,8,8,7,,7,,7,,7,,7,,7,,7,,7,,7,,7,,7,,7,,2,1,1,1,1,1,2,2,1,1,2,2,2,2,2,2712,112.4085449,10150004001.0,1015000000000000.0,1.015e+16,1,1,Azuay
1,10150,4001,19,4,1,1,2,2,2,2,2,5,3,3,7,3,7,8,3,4,8,3,8,8,7,,7,,7,,7,,7,,7,,7,,7,,7,,7,,7,,7,,2,1,1,2,2,2,2,2,2,1,2,2,1,2,2,2712,112.4085449,10150004001.0,1015000000000000.0,1.015e+16,1,1,Azuay
1,10150,4001,19,5,1,1,2,2,2,2,2,5,4,4,3,3,7,8,3,3,8,3,8,8,7,,7,,7,,7,,7,,7,,7,,7,,7,,7,,7,,7,,1,1,1,1,2,2,2,2,2,1,2,2,1,1,2,2712,112.4085449,10150004001.0,1015000000000000.0,1.015e+16,1,1,Azuay
1,10150,4001,19,6,1,2,2,2,2,2,2,3,3,3,7,3,7,8,8,5,8,8,8,8,7,,7,,7,,7,,7,,7,,7,,7,,7,,7,,7,,7,,2,2,1,1,2,2,2,2,1,1,2,1,1,2,2,2712,112.4085449,10150004001.0,1015000000000000.0,1.015e+16,1,1,Azuay
1,10150,4001,19,7,1,1,1,2,1,1,2,5,2,3,2,2,7,6,6,3,3,3,8,8,7,,7,,7,,7,,7,,7,,7,,7,,7,,7,,7,,7,,1,2,1,1,1,1,2,1,1,1,2,2,1,1,2,2712,112.4085449,10150004001.0,1015000000000000.0,1.015e+16,1,1,Azuay
1,10150,4602,19,1,1,2,2,2,2,2,2,3,3,4,7,3,7,8,8,3,8,3,8,8,7,,7,,7,,7,,7,,7,,7,,7,,7,,7,,7,,7,,1,1,1,1,2,2,2,1,1,2,2,2,1,2,2,2713,63.93898592,10150004602.0,1015000000000000.0,1.015e+16,1,1,Azuay
1,10150,4602,19,2,1,1,1,1,1,1,1,1,2,2,1,1,1,1,8,3,3,4,4,8,7,,7,,7,,7,,7,,7,,7,,7,,7,,7,,7,,7,,2,1,1,1,1,2,2,2,1,1,2,2,1,1,2,2713,63.93898592,10150004602.0,1015000000000000.0,1.015e+16,1,1,Azuay
1,10150,4602,19,3,1,1,2,2,2,2,2,5,3,3,7,7,7,8,3,4,3,3,8,8,7,,7,,7,,5,20.0,7,,7,,7,,7,,7,,7,,7,,7,,1,2,1,1,2,2,2,2,1,1,2,2,1,1,2,2713,63.93898592,10150004602.0,1015000000000000.0,1.015e+16,1,1,Azuay
1,10150,4602,19,4,1,2,1,1,1,1,1,4,2,2,2,2,2,3,8,3,8,3,8,8,7,,7,,7,,7,,7,,7,,7,,7,,7,,7,,7,,7,,1,2,1,1,1,2,2,2,1,1,2,2,1,2,2,2713,63.93898592,10150004602.0,1015000000000000.0,1.015e+16,1,1,Azuay
1,10150,4602,19,5,1,1,1,1,2,2,2,5,2,2,7,3,7,8,8,3,3,3,8,8,7,,7,,7,,7,,7,,7,,7,,7,,7,,7,,7,,7,,2,1,2,2,2,2,2,2,1,1,2,2,1,2,2,2713,63.93898592,10150004602.0,1015000000000000.0,1.015e+16,1,1,Azuay
1,10150,4602,19,6,1,2,2,2,2,2,2,3,3,3,7,7,7,8,3,3,8,8,8,8,7,,7,,7,,7,,7,,7,,7,,7,,7,,7,,7,,7,,2,2,1,2,2,2,2,2,1,1,2,2,1,2,2,2713,63.93898592,10150004602.0,1015000000000000.0,1.015e+16,1,1,Azuay
1,10150,4602,19,7,1,1,2,2,2,2,2,5,4,3,7,7,7,6,3,3,8,3,8,8,7,,7,,7,,7,,7,,7,,7,,7,,7,,7,,7,,7,,1,1,1,1,1,2,2,1,1,1,2,1,1,2,2,2713,63.93898592,10150004602.0,1015000000000000.0,1.015e+16,1,1,Azuay
1,10150,5803,19,1,1,2,2,2,2,2,2,3,3,3,3,3,3,3,8,3,7,3,8,8,7,,7,,7,,7,,7,,7,,7,,7,,5,10.0,2,2.0,7,,7,,2,2,1,1,1,2,1,2,2,1,2,2,1,2,2,2713,49.98943899,10150005803.0,1015000000000000.0,1.015e+16,1,1,Azuay
1,10150,5803,19,2,1,1,1,1,2,2,2,1,1,1,3,3,3,8,8,3,8,8,8,8,7,,7,,7,,7,,7,,7,,7,,7,,7,,7,,7,,7,,2,2,1,2,2,2,2,1,1,1,2,1,1,2,2,2713,49.98943899,10150005803.0,1015000000000000.0,1.015e+16,1,1,Azuay
1,10150,5803,19,3,1,2,2,2,2,2,2,3,3,3,3,3,3,3,3,3,3,3,3,3,7,,7,,7,,7,,7,,7,,7,,7,,7,,7,,7,,7,,2,2,1,1,2,2,2,2,1,1,2,2,1,1,2,2713,49.98943899,10150005803.0,1015000000000000.0,1.015e+16,1,1,Azuay
1,10150,5803,19,4,1,1,1,1,1,2,2,2,2,2,3,3,3,1,8,3,7,8,8,8,7,,7,,7,,7,,7,,7,,7,,7,,7,,7,,7,,7,,1,2,1,2,1,2,2,2,1,1,2,2,1,2,2,2713,49.98943899,10150005803.0,1015000000000000.0,1.015e+16,1,1,Azuay
1,10150,5803,19,5,1,2,2,2,2,2,2,3,3,3,3,3,3,8,8,3,8,8,8,8,7,,7,,7,,7,,7,,7,,7,,7,,7,,7,,7,,7,,2,1,1,2,2,2,2,2,1,1,2,2,1,2,2,2713,49.98943899,10150005803.0,1015000000000000.0,1.015e+16,1,1,Azuay
1,10150,5803,19,6,1,1,1,1,2,2,2,1,2,2,3,3,7,1,8,3,7,8,8,8,7,,7,,7,,7,,7,,7,,7,,7,,7,,7,,7,,7,,1,1,1,2,2,2,2,2,2,1,2,2,1,2,2,2713,49.98943899,10150005803.0,1015000000000000.0,1.015e+16,1,1,Azuay
1,10150,5803,19,7,1,2,2,2,2,2,2,3,3,3,3,3,3,8,8,3,8,8,8,8,7,,7,,7,,7,,7,,7,,7,,7,,7,,7,,7,,7,,2,2,1,2,2,2,2,2,2,1,2,2,1,2,2,2713,49.98943899,10150005803.0,1015000000000000.0,1.015e+16,1,1,Azuay
1,10150,6004,18,1,1,1,1,1,1,1,1,1,2,2,2,2,2,8,8,3,8,8,8,8,7,,7,,7,,7,,7,,7,,7,,7,,7,,7,,7,,7,,1,1,1,1,1,1,1,1,1,1,2,1,1,2,2,2712,120.2844036,10150006004.0,1015000000000000.0,1.015e+16,1,1,Azuay
1,10150,6004,18,2,1,2,1,1,2,2,2,3,2,2,3,3,3,8,8,3,8,8,8,8,7,,7,,7,,7,,7,,7,,7,,7,,7,,7,,7,,7,,2,1,2,2,2,2,1,2,1,2,2,1,1,2,2,2712,120.2844036,10150006004.0,1015000000000000.0,1.015e+16,1,1,Azuay
1,10150,6004,18,3,1,1,1,1,1,1,1,1,1,1,1,1,1,8,8,3,8,8,8,8,7,,7,,2,15.0,7,,7,,7,,7,,7,,7,,7,,7,,7,,2,1,1,1,1,1,2,2,1,1,1,1,1,2,2,2712,120.2844036,10150006004.0,1015000000000000.0,1.015e+16,1,1,Azuay
1,10150,6004,18,4,1,2,2,2,2,2,2,3,3,3,3,3,3,3,3,3,3,3,3,3,7,,7,,7,,7,,7,,7,,7,,7,,7,,7,,7,,7,,2,1,1,2,1,1,2,1,1,2,1,1,1,2,2,2712,120.2844036,10150006004.0,1015000000000000.0,1.015e+16,1,1,Azuay
1,10150,6004,18,5,1,2,2,2,2,2,2,3,3,3,3,3,3,3,3,3,3,3,3,3,7,,7,,7,,7,,7,,7,,7,,7,,7,,7,,7,,7,,1,1,1,2,1,2,2,2,2,2,2,1,1,2,2,2712,120.2844036,10150006004.0,1015000000000000.0,1.015e+16,1,1,Azuay
1,10150,6004,18,6,1,2,2,2,2,2,2,3,3,3,3,3,3,3,8,3,8,8,8,8,7,,7,,7,,7,,7,,7,,7,,7,,7,,7,,7,,7,,1,1,1,1,1,2,1,2,1,2,1,1,1,2,2,2712,120.2844036,10150006004.0,1015000000000000.0,1.015e+16,1,1,Azuay
1,10150,6004,18,7,1,1,1,1,1,1,1,1,2,2,1,1,1,2,8,8,8,8,8,8,7,,7,,7,,7,,7,,7,,7,,7,,7,,7,,7,,7,,1,1,1,1,1,1,2,1,1,1,2,1,1,2,2,2712,120.2844036,10150006004.0,1015000000000000.0,1.015e+16,1,1,Azuay
1,10150,6303,33,1,1,2,2,2,2,2,2,3,3,3,3,3,3,8,8,3,8,8,8,8,7,,7,,7,,7,,7,,7,,7,,7,,7,,7,,7,,7,,1,1,2,2,1,2,1,2,1,2,2,1,2,2,2,2712,165.7569842,10150006303.0,1015000000000000.0,1.015e+16,1,1,Azuay
1,10150,6303,33,2,1,2,2,2,2,2,2,3,3,3,3,3,3,3,3,3,3,3,3,3,7,,7,,7,,7,,7,,7,,7,,7,,7,,7,,7,,7,,2,1,2,2,2,1,2,1,2,2,2,1,2,1,2,2712,165.7569842,10150006303.0,1015000000000000.0,1.015e+16,1,1,Azuay
1,10150,6303,33,3,1,1,1,1,1,1,1,5,2,1,1,1,1,3,3,3,3,3,8,8,7,,7,,7,,7,,7,,7,,7,,7,,7,,7,,7,,7,,1,1,1,2,1,1,2,1,2,2,1,1,2,2,2,2712,165.7569842,10150006303.0,1015000000000000.0,1.015e+16,1,1,Azuay
1,10150,6303,33,4,1,2,2,2,2,2,2,3,3,3,3,3,3,8,8,3,8,8,8,8,7,,7,,7,,7,,7,,7,,7,,7,,7,,7,,7,,7,,1,1,1,2,1,1,1,2,1,2,2,1,2,2,2,2712,165.7569842,10150006303.0,1015000000000000.0,1.015e+16,1,1,Azuay
1,10150,6303,33,5,1,1,1,1,1,1,1,1,2,2,2,2,2,8,8,3,8,8,8,8,7,,7,,7,,7,,7,,7,,7,,7,,7,,7,,7,,7,,1,1,1,1,1,2,2,2,1,1,2,2,1,2,2,2712,165.7569842,10150006303.0,1015000000000000.0,1.015e+16,1,1,Azuay
1,10150,6303,33,6,1,1,1,1,1,1,1,1,1,1,1,1,1,8,8,8,8,8,8,8,7,,7,,7,,7,,7,,7,,7,,7,,7,,7,,7,,7,,1,1,2,1,2,2,2,2,1,1,2,1,2,2,2,2712,165.7569842,10150006303.0,1015000000000000.0,1.015e+16,1,1,Azuay
1,10150,6303,33,7,1,2,2,2,2,2,2,3,3,3,3,7,3,3,8,3,8,8,8,8,7,,7,,7,,7,,7,,7,,7,,7,,7,,7,,7,,7,,1,1,1,1,1,2,1,2,1,2,1,2,1,1,1,2712,165.7569842,10150006303.0,1015000000000000.0,1.015e+16,1,1,Azuay
1,10150,6501,19,1,1,1,1,1,1,1,1,1,2,1,2,2,3,1,6,3,8,2,8,8,7,,3,10.0,7,,7,,7,,7,,7,,7,,7,,7,,7,,7,,2,1,1,1,2,2,1,2,1,1,2,1,1,2,2,2711,91.35800125,10150006501.0,1015000000000000.0,1.015e+16,1,1,Azuay
1,10150,6501,19,3,1,1,1,1,1,1,1,1,2,2,2,2,2,3,6,3,3,3,8,3,7,,7,,7,,7,,7,,7,,7,,7,,7,,7,,7,,7,,1,1,1,1,1,2,1,2,1,1,2,1,1,2,2,2711,91.35800125,10150006501.0,1015000000000000.0,1.015e+16,1,1,Azuay
1,10150,6501,19,4,1,1,1,1,1,1,2,1,2,2,2,2,3,3,3,3,3,2,8,8,7,,7,,7,,2,10.0,7,,7,,7,,7,,7,,7,,7,,7,,2,2,1,1,1,2,2,2,1,2,2,1,1,2,2,2711,91.35800125,10150006501.0,1015000000000000.0,1.015e+16,1,1,Azuay
1,10150,6501,19,5,1,1,1,1,1,1,1,1,2,2,2,2,2,6,3,3,3,2,8,3,5,5.0,7,,7,,7,,7,,7,,7,,7,,7,,7,,7,,7,,2,2,1,1,2,2,2,2,2,1,2,2,1,2,2,2711,91.35800125,10150006501.0,1015000000000000.0,1.015e+16,1,1,Azuay
1,10150,6501,19,6,1,1,1,1,1,1,1,1,2,2,3,2,2,1,1,3,3,3,8,2,7,,7,,7,,7,,7,,7,,7,,7,,7,,7,,7,,7,,2,1,1,1,2,1,2,2,1,1,1,1,1,2,2,2711,91.35800125,10150006501.0,1015000000000000.0,1.015e+16,1,1,Azuay
1,10150,6501,19,8,1,1,1,1,1,1,1,1,1,1,2,2,3,3,3,3,3,3,8,3,7,,7,,7,,7,,7,,7,,7,,7,,7,,7,,7,,7,,1,1,1,1,1,2,1,2,1,1,2,1,1,2,2,2711,91.35800125,10150006501.0,1015000000000000.0,1.015e+16,1,1,Azuay
1,10150,6501,19,9,1,1,1,1,1,1,1,1,1,2,2,1,1,1,8,3,1,2,8,1,5,10.0,7,,7,,2,6.0,2,20.0,7,,7,,2,20.0,7,,5,6.0,7,,7,,2,1,1,1,2,2,2,2,1,1,2,1,1,2,2,2711,91.35800125,10150006501.0,1015000000000000.0,1.015e+16,1,1,Azuay
1,10150,6902,18,1,1,2,1,1,1,2,2,3,2,2,2,3,3,8,8,3,8,8,8,8,7,,7,,7,,7,,7,,7,,7,,7,,7,,7,,7,,7,,1,1,1,1,2,2,2,2,1,1,2,2,1,2,2,2711,74.58726267,10150006902.0,1015000000000000.0,1.015e+16,1,1,Azuay
